"Emne","Startdato","Starttidspunkt","Slutdato","Sluttidspunkt","Hele dagen","Påmindelse til/fra","Påmindelsesdato","Påmindelsesklokkeslæt","Mødearrangør","Nødvendige deltagere","Valgfrie deltagere","Møderessourcer","Beskrivelse","Følsomhed","Kategorier","Kørte kilometer","Prioritet","Privat","Sted","Takstoplysninger","Vis tidspunkt som"
"Ugentlig koordinering","12-12-2022","14:15:00","12-12-2022","15:45:00","Falsk","Falsk","12-12-2022","14:00:00",,"Frank Rosbak;Lærke Brandhøj Kristensen;Simon Hoxer Bønding;Lars Thise Pedersen",,,"Agenda:

*	Kig en uge frem 

	*	Samtale om arbejdspres (materiale fra AMR)
	*	Skema
	*	Øvrige aktiviteter
	*	Kommende aflevering
	*	Elever der er opmærksomhed på



  
________________________________________________________________________________
Microsoft Teams meeting
Join on your computer or mobile app
Click here to join the meeting <https://teams.microsoft.com/l/meetup-join/19%3ameeting_MjhmOTk2ZmItZmJiOC00NzdhLWE5YTUtMDNmNDk1M2NlODFk%40thread.v2/0?context=%7b%22Tid%22%3a%2265fd19cf-7402-46c7-83f3-2cb1f7973020%22%2c%22Oid%22%3a%2291ef763c-0971-4c4d-92ac-fd3465a313d7%22%7d> 
Learn More <https://aka.ms/JoinTeamsMeeting>  | Meeting options <https://teams.microsoft.com/meetingOptions/?organizerId=91ef763c-0971-4c4d-92ac-fd3465a313d7&tenantId=65fd19cf-7402-46c7-83f3-2cb1f7973020&threadId=19_meeting_MjhmOTk2ZmItZmJiOC00NzdhLWE5YTUtMDNmNDk1M2NlODFk@thread.v2&messageId=0&language=en-GB> 
 
 
________________________________________________________________________________
","Normal",,,"Normal","Falsk","",,"2"
"Ugentlig koordinering","19-12-2022","14:15:00","19-12-2022","15:45:00","Falsk","Falsk","19-12-2022","14:00:00",,"Frank Rosbak;Lærke Brandhøj Kristensen;Simon Hoxer Bønding;Lars Thise Pedersen",,,"Agenda:

*	Kig en uge frem 

	*	Samtale om arbejdspres (materiale fra AMR)
	*	Skema
	*	Øvrige aktiviteter
	*	Kommende aflevering
	*	Elever der er opmærksomhed på



  
________________________________________________________________________________
Microsoft Teams meeting
Join on your computer or mobile app
Click here to join the meeting <https://teams.microsoft.com/l/meetup-join/19%3ameeting_MjhmOTk2ZmItZmJiOC00NzdhLWE5YTUtMDNmNDk1M2NlODFk%40thread.v2/0?context=%7b%22Tid%22%3a%2265fd19cf-7402-46c7-83f3-2cb1f7973020%22%2c%22Oid%22%3a%2291ef763c-0971-4c4d-92ac-fd3465a313d7%22%7d> 
Learn More <https://aka.ms/JoinTeamsMeeting>  | Meeting options <https://teams.microsoft.com/meetingOptions/?organizerId=91ef763c-0971-4c4d-92ac-fd3465a313d7&tenantId=65fd19cf-7402-46c7-83f3-2cb1f7973020&threadId=19_meeting_MjhmOTk2ZmItZmJiOC00NzdhLWE5YTUtMDNmNDk1M2NlODFk@thread.v2&messageId=0&language=en-GB> 
 
 
________________________________________________________________________________
","Normal",,,"Normal","Falsk","",,"2"
"Udvikling (Elever med diagnoser)","12-10-2022","14:00:00","12-10-2022","15:15:00","Falsk","Falsk","12-10-2022","13:45:00",,,,,"Bemærkning: Elever med diagnoser

Lektion 6

[FLEX-ID 851401:3574544]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Udvikling (Elever med diagnoser)","12-10-2022","13:00:00","12-10-2022","14:00:00","Falsk","Falsk","12-10-2022","12:45:00",,,,,"Bemærkning: Elever med diagnoser

Lektion 5

[FLEX-ID 851401:3574543]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Udvikling (Elever med diagnoser)","12-10-2022","12:00:00","12-10-2022","13:00:00","Falsk","Falsk","12-10-2022","11:45:00",,,,,"Bemærkning: Elever med diagnoser

Lektion 4

[FLEX-ID 851401:3574542]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Udvikling (Elever med diagnoser)","24-8-2022","14:00:00","24-8-2022","15:15:00","Falsk","Falsk","24-8-2022","13:45:00",,,,,"Bemærkning: Elever med diagnoser

Lektion 6

[FLEX-ID 851401:3574493]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Udvikling (Elever med diagnoser)","24-8-2022","13:00:00","24-8-2022","14:00:00","Falsk","Falsk","24-8-2022","12:45:00",,,,,"Bemærkning: Elever med diagnoser

Lektion 5

[FLEX-ID 851401:3574492]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Udvikling (Elever med diagnoser)","24-8-2022","12:00:00","24-8-2022","13:00:00","Falsk","Falsk","24-8-2022","11:45:00",,,,,"Bemærkning: Elever med diagnoser

Lektion 4

[FLEX-ID 851401:3574491]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"Teammøde","5-8-2022","14:15:00","5-8-2022","14:45:00","Falsk","Falsk","5-8-2022","14:00:00","Lærke Brandhøj Kristensen","Frank Rosbak;Simon Hoxer Bønding;Lars Thise Pedersen",,," 

","Normal",,,"Normal","Falsk","",,"2"
"Teammøde","12-8-2022","14:00:00","12-8-2022","14:30:00","Falsk","Falsk","12-8-2022","13:45:00","Lærke Brandhøj Kristensen","Frank Rosbak;Simon Hoxer Bønding;Lars Thise Pedersen",,," 

________________________________________________________________________________ 

Microsoft Teams-møde 

Deltag på din computer eller mobilapp 

Klik her for at deltage i mødet <https://teams.microsoft.com/l/meetup-join/19%3ameeting_YTM2ZjcwZTctMDM5Zi00OWI0LTlhNGItM2ViY2I2ZGI1OGQw%40thread.v2/0?context=%7b%22Tid%22%3a%2265fd19cf-7402-46c7-83f3-2cb1f7973020%22%2c%22Oid%22%3a%22f355917c-3b2e-4bf4-8b9a-60b7da4a19df%22%7d>  

Møde-id: 312 053 389 225 
Adgangskode: 2oSuN3 

Download Teams <https://www.microsoft.com/en-us/microsoft-teams/download-app>  | Deltag på internettet <https://www.microsoft.com/microsoft-teams/join-a-meeting> 

Få mere at vide <https://aka.ms/JoinTeamsMeeting>  | Mødeindstillinger <https://teams.microsoft.com/meetingOptions/?organizerId=f355917c-3b2e-4bf4-8b9a-60b7da4a19df&tenantId=65fd19cf-7402-46c7-83f3-2cb1f7973020&threadId=19_meeting_YTM2ZjcwZTctMDM5Zi00OWI0LTlhNGItM2ViY2I2ZGI1OGQw@thread.v2&messageId=0&language=da-DK>  

________________________________________________________________________________ 

 

","Normal",,,"Normal","Falsk","Microsoft Teams-møde",,"2"
"Teammøde","9-9-2022","14:15:00","9-9-2022","14:45:00","Falsk","Sand","9-9-2022","14:00:00","Lærke Brandhøj Kristensen","Frank Rosbak;Simon Hoxer Bønding;Lars Thise Pedersen",,," 

","Normal",,,"Normal","Falsk","",,"2"
"Teammøde","16-9-2022","14:15:00","16-9-2022","14:45:00","Falsk","Sand","16-9-2022","14:00:00","Lærke Brandhøj Kristensen","Frank Rosbak;Simon Hoxer Bønding;Lars Thise Pedersen",,," 

","Normal",,,"Normal","Falsk","",,"2"
"Teammøde","30-9-2022","14:15:00","30-9-2022","14:45:00","Falsk","Sand","30-9-2022","14:00:00","Lærke Brandhøj Kristensen","Frank Rosbak;Simon Hoxer Bønding;Lars Thise Pedersen",,," 

","Normal",,,"Normal","Falsk","",,"2"
"Teammøde","7-10-2022","14:15:00","7-10-2022","14:45:00","Falsk","Sand","7-10-2022","14:00:00","Lærke Brandhøj Kristensen","Frank Rosbak;Simon Hoxer Bønding;Lars Thise Pedersen",,," 

","Normal",,,"Normal","Falsk","",,"2"
"Teammøde","26-8-2022","14:15:00","26-8-2022","14:45:00","Falsk","Sand","26-8-2022","14:00:00","Lærke Brandhøj Kristensen","Frank Rosbak;Simon Hoxer Bønding;Lars Thise Pedersen",,," 

","Normal",,,"Normal","Falsk","",,"2"
"Teammøde","14-10-2022","14:15:00","14-10-2022","14:45:00","Falsk","Sand","14-10-2022","14:00:00","Lærke Brandhøj Kristensen","Frank Rosbak;Simon Hoxer Bønding;Lars Thise Pedersen",,," 

","Normal",,,"Normal","Falsk","",,"2"
"Teammøde","28-10-2022","14:15:00","28-10-2022","14:45:00","Falsk","Sand","28-10-2022","14:00:00","Lærke Brandhøj Kristensen","Frank Rosbak;Simon Hoxer Bønding;Lars Thise Pedersen",,," 

","Normal",,,"Normal","Falsk","",,"2"
"Teammøde","11-11-2022","14:15:00","11-11-2022","14:45:00","Falsk","Sand","11-11-2022","14:00:00","Lærke Brandhøj Kristensen","Frank Rosbak;Simon Hoxer Bønding;Lars Thise Pedersen",,," 

","Normal",,,"Normal","Falsk","",,"2"
"Teammøde","25-11-2022","14:15:00","25-11-2022","14:45:00","Falsk","Sand","25-11-2022","14:00:00","Lærke Brandhøj Kristensen","Frank Rosbak;Simon Hoxer Bønding;Lars Thise Pedersen",,," 

","Normal",,,"Normal","Falsk","",,"2"
"Teammøde","2-12-2022","14:15:00","2-12-2022","14:45:00","Falsk","Sand","2-12-2022","14:00:00","Lærke Brandhøj Kristensen","Frank Rosbak;Simon Hoxer Bønding;Lars Thise Pedersen",,," 

","Normal",,,"Normal","Falsk","",,"2"
"Teammøde","16-12-2022","14:15:00","16-12-2022","14:45:00","Falsk","Sand","16-12-2022","14:00:00","Lærke Brandhøj Kristensen","Frank Rosbak;Simon Hoxer Bønding;Lars Thise Pedersen",,," 

","Normal",,,"Normal","Falsk","",,"2"
"*reserveret (Ferie aventer anmodn...)","28-10-2022","08:00:00","28-10-2022","15:24:00","Falsk","Falsk","28-10-2022","07:45:00",,,,,"Bemærkning: Ferie aventer anmodning

[FLEX-ID 851401:3630169]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"*reserveret (Ferie aventer anmodn...)","10-10-2022","08:00:00","10-10-2022","15:24:00","Falsk","Falsk","10-10-2022","07:45:00",,,,,"Bemærkning: Ferie aventer anmodning

[FLEX-ID 851401:3630160]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"*reserveret (Ferie aventer anmodn...)","7-10-2022","08:00:00","7-10-2022","15:24:00","Falsk","Falsk","7-10-2022","07:45:00",,,,,"Bemærkning: Ferie aventer anmodning

[FLEX-ID 851401:3630157]","Normal","FLEX-skema",,"Normal","Falsk","",,"2"
"grndl program. h1pd081122","10-8-2022","10:30:00","10-8-2022","11:30:00","Falsk","Falsk","10-8-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3469195]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","10-8-2022","09:20:00","10-8-2022","10:30:00","Falsk","Falsk","10-8-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3469194]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","10-8-2022","08:15:00","10-8-2022","09:20:00","Falsk","Falsk","10-8-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3469193]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","5-8-2022","13:00:00","5-8-2022","14:00:00","Falsk","Falsk","5-8-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3468995]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","5-8-2022","12:00:00","5-8-2022","13:00:00","Falsk","Falsk","5-8-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3468994]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","5-8-2022","10:30:00","5-8-2022","11:30:00","Falsk","Falsk","5-8-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3468993]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","5-8-2022","09:20:00","5-8-2022","10:30:00","Falsk","Falsk","5-8-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3468992]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","5-8-2022","08:15:00","5-8-2022","09:20:00","Falsk","Falsk","5-8-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3468991]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","1-8-2022","13:00:00","1-8-2022","14:00:00","Falsk","Falsk","1-8-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3468975]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","1-8-2022","12:00:00","1-8-2022","13:00:00","Falsk","Falsk","1-8-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3468974]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","1-8-2022","10:30:00","1-8-2022","11:30:00","Falsk","Falsk","1-8-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3468973]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Opgavetid h1pd081122","10-8-2022","14:00:00","10-8-2022","15:15:00","Falsk","Falsk","10-8-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3460569]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Opgavetid h1pd081122","10-8-2022","13:00:00","10-8-2022","14:00:00","Falsk","Falsk","10-8-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3460568]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Opgavetid h1pd081122","10-8-2022","12:00:00","10-8-2022","13:00:00","Falsk","Falsk","10-8-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3460567]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","1-8-2022","09:20:00","1-8-2022","10:30:00","Falsk","Falsk","1-8-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3460559]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Intro h1pd081122","1-8-2022","08:15:00","1-8-2022","09:20:00","Falsk","Falsk","1-8-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3460558]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Forstå din elev med autisme, del 1 (52006)","24-8-2022","12:30:00","24-8-2022","15:30:00","Falsk","Sand","24-8-2022","12:15:00",,"Line Vinterberg Frandsen;Eva Maria Kanstrup-Smith;Majbritt Skovgaard Laursen;Frank Rosbak;Thomas Vestergaard;Ulla Møller Christensen;Sanne Nour Sommer;Mette Zimmer Hargaard;Hanne Brounbjerg Jeppesen;Anne-Mette Due;Laura Ditte Jensen;Louise Thierry Pedersen;Katrine Ipsen;Sidse Aabrandt Thorup;Bendt Norman Aaen;Carl Maxwell;Daniel Lieutenant Frydensbjerg;Finn Slaikjer;Heino Ejnar Jensen;Henrik Kramer;Johnny Kure Jakobsen;Kaj Pharsen;Lars Thise Pedersen;Lennart Hundebøl;Liselotte Meelsen;Lærke Brandhøj Kristensen;Pia Mossing Thomsen;Rune Firring Christiansen;Simon Hoxer Bønding;Steen Hansen;Søren Oht;Thomas Vrangbæk Thomsen;Tommy Back Pedersen;Lars Kold;Palle Nielsen;Gitte Garm Pedersen;Maria Louise Væver;Ditte Heiden Pedersen;Jens Oluf Bundgaard;Hanne Ravn Andersen;Gitte Helene Thirslund;Mette Gram;Anna Lindorf Bomholt;Anna Sofie Lang Olsen;Jens Michael Pedersen;Johannes Størup;Christina Kjær Møller;Uffe Holdgaard;Mathias Marco Wedsgaard Hæstrup;Jan Drilling;Pernille Vermø Persson;Lone Kragelund Jørgensen;Karen Brøgger;Jesper Holm Nielsen;Thomas Tønder Lorentsen;Morten Lilleør Sørensen;Michael Berg;Vinni Riegels;Jette Birkeholm;Sussi Arvad Rasmussen;Lone Foged Thomsen;Pernille Gram Christensen;Dorte Karlsen","Allan Thrysøe Thomsen;Gitte Posborg Andersen;Jakob Tønsberg Pilgaard;Elida Westergaard Christensen","Konference OuN207","Den første af to workshops hvor Annette Møller fra Autismecenter Nord-Bo hjælper os til bedre at kunne forstå og hjælpe elever med autismespektrum forstyrrelser.

Formålet er at elever med støttebehov hele vejen rundt oplever at blive set og forstået, samt oplever et læringsrum på skolen, som understøtter deres ressourcer og udfordringer.

 

OM NORD-BO

Autismecenter Nord-Bo er en ikke-erhvervsdrivende fond med formålet at skabe så gode udviklingsmuligheder for mennesker med en autismespektrum forstyrrelse som muligt.

Se mere på www.nordbo.dk <http://www.nordbo.dk>  

 

PROGRAM

Del 1, onsdag d. 24. august kl. 12:30 - 15:30

*	Introduktion til målgruppen ”unge med autismespektrum forstyrrelse”
*	”Autismeprofilen” som forståelsesmodel i forhold til de unges særlige kompetencer og udfordringer
*	Autisme, stress og belastning
*	Kommunikationens udfordringer

 

Del 2, onsdag d. 12. oktober kl. 12:30 - 15:30

*	De støttende indsatser i forhold til uddannelse og/eller job/praktik
*	De visuelt understøttende metoder og redskaber
*	Gruppedrøftelser i forhold til indsatsområder

 

Begge workshops er udviklet i projektet ”Frafaldsbegrænsende effekter” på data- og kommunikationsuddannelserne og er finansieret af Industriens Uddannelser og AUB fra AUB-puljen til projekter og initiativer, der styrker det lærepladsunderstøttende arbejde, søgning og kvalitet (Trepartsmidler).

Du kan læse mere om projektet her <https://techcollege.dk/om-techcollege/udvikling/frafaldsbegraensende-effekter-data/> 

","Normal",,,"Normal","Falsk","Konference OuN207 (DK)",,"2"
"Forstå din elev med autisme, del 2 (52006)","12-10-2022","12:30:00","12-10-2022","15:30:00","Falsk","Sand","12-10-2022","12:15:00",,"Line Vinterberg Frandsen;Eva Maria Kanstrup-Smith;Majbritt Skovgaard Laursen;Frank Rosbak;Thomas Vestergaard;Ulla Møller Christensen;Sanne Nour Sommer;Mette Zimmer Hargaard;Hanne Brounbjerg Jeppesen;Anne-Mette Due;Laura Ditte Jensen;Louise Thierry Pedersen;Katrine Ipsen;Sidse Aabrandt Thorup;Bendt Norman Aaen;Carl Maxwell;Daniel Lieutenant Frydensbjerg;Finn Slaikjer;Heino Ejnar Jensen;Henrik Kramer;Johnny Kure Jakobsen;Kaj Pharsen;Lars Thise Pedersen;Lennart Hundebøl;Liselotte Meelsen;Lærke Brandhøj Kristensen;Pia Mossing Thomsen;Rune Firring Christiansen;Simon Hoxer Bønding;Steen Hansen;Søren Oht;Thomas Vrangbæk Thomsen;Tommy Back Pedersen;Lars Kold;Palle Nielsen;Gitte Garm Pedersen;Maria Louise Væver;Ditte Heiden Pedersen;Jens Oluf Bundgaard;Hanne Ravn Andersen;Gitte Helene Thirslund;Mette Gram;Anna Lindorf Bomholt;Anna Sofie Lang Olsen;Jens Michael Pedersen;Johannes Størup;Christina Kjær Møller;Uffe Holdgaard;Mathias Marco Wedsgaard Hæstrup;Jan Drilling;Pernille Vermø Persson;Lone Kragelund Jørgensen;Karen Brøgger;Jesper Holm Nielsen;Thomas Tønder Lorentsen;Morten Lilleør Sørensen;Michael Berg;Vinni Riegels;Jette Birkeholm;Sussi Arvad Rasmussen;Lone Foged Thomsen;Pernille Gram Christensen;Dorte Karlsen","Allan Thrysøe Thomsen;Gitte Posborg Andersen;Jakob Tønsberg Pilgaard;Elida Westergaard Christensen","Konference OuN207","Den anden af to workshops hvor Annette Møller fra Autismecenter Nord-Bo hjælper os til bedre at kunne forstå og hjælpe elever med autismespektrum forstyrrelser.

Formålet er at elever med støttebehov hele vejen rundt oplever at blive set og forstået, samt oplever et læringsrum på skolen, som understøtter deres ressourcer og udfordringer.

 

OM NORD-BO

Autismecenter Nord-Bo er en ikke-erhvervsdrivende fond med formålet at skabe så gode udviklingsmuligheder for mennesker med en autismespektrum forstyrrelse som muligt.

Se mere på www.nordbo.dk <http://www.nordbo.dk>  

 

PROGRAM

Del 1, onsdag d. 24. august kl. 12:30 - 15:30

*	Introduktion til målgruppen ”unge med autismespektrum forstyrrelse”
*	”Autismeprofilen” som forståelsesmodel i forhold til de unges særlige kompetencer og udfordringer
*	Autisme, stress og belastning
*	Kommunikationens udfordringer

 

Del 2, onsdag d. 12. oktober kl. 12:30 - 15:30

*	De støttende indsatser i forhold til uddannelse og/eller job/praktik
*	De visuelt understøttende metoder og redskaber
*	Gruppedrøftelser i forhold til indsatsområder

 

Begge workshops er udviklet i projektet ”Frafaldsbegrænsende effekter” på data- og kommunikationsuddannelserne og er finansieret af Industriens Uddannelser og AUB fra AUB-puljen til projekter og initiativer, der styrker det lærepladsunderstøttende arbejde, søgning og kvalitet (Trepartsmidler).

Du kan læse mere om projektet her <https://techcollege.dk/om-techcollege/udvikling/frafaldsbegraensende-effekter-data/> 

 

","Normal",,,"Normal","Falsk","Konference OuN207 (DK)",,"2"
"grndl program. h1pd081122","16-8-2022","14:00:00","16-8-2022","15:15:00","Falsk","Falsk","16-8-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3469418]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","16-8-2022","13:00:00","16-8-2022","14:00:00","Falsk","Falsk","16-8-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3469417]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","16-8-2022","12:00:00","16-8-2022","13:00:00","Falsk","Falsk","16-8-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3469416]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","16-8-2022","10:30:00","16-8-2022","11:30:00","Falsk","Falsk","16-8-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3469415]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","16-8-2022","09:20:00","16-8-2022","10:30:00","Falsk","Falsk","16-8-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3469414]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","16-8-2022","08:15:00","16-8-2022","09:20:00","Falsk","Falsk","16-8-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3469413]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","6-10-2022","14:00:00","6-10-2022","15:15:00","Falsk","Falsk","6-10-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3471230]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","6-10-2022","13:00:00","6-10-2022","14:00:00","Falsk","Falsk","6-10-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3471229]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","6-10-2022","12:00:00","6-10-2022","13:00:00","Falsk","Falsk","6-10-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3471228]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","6-10-2022","10:30:00","6-10-2022","11:30:00","Falsk","Falsk","6-10-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3471227]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","6-10-2022","09:20:00","6-10-2022","10:30:00","Falsk","Falsk","6-10-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3471226]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","6-10-2022","08:15:00","6-10-2022","09:20:00","Falsk","Falsk","6-10-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3471225]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","4-10-2022","14:00:00","4-10-2022","15:15:00","Falsk","Falsk","4-10-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3471224]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","4-10-2022","13:00:00","4-10-2022","14:00:00","Falsk","Falsk","4-10-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3471223]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","4-10-2022","12:00:00","4-10-2022","13:00:00","Falsk","Falsk","4-10-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3471222]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","4-10-2022","10:30:00","4-10-2022","11:30:00","Falsk","Falsk","4-10-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3471221]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","4-10-2022","09:20:00","4-10-2022","10:30:00","Falsk","Falsk","4-10-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3471220]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"grndl program. h1pd081122","4-10-2022","08:15:00","4-10-2022","09:20:00","Falsk","Falsk","4-10-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3471219]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"Serverauto II h4id081122 ","29-9-2022","14:00:00","29-9-2022","15:15:00","Falsk","Falsk","29-9-2022","13:45:00",,,,,"Lektion 6

[FLEX-ID 851401:3470940]","Normal","FLEX-skema",,"Normal","Falsk","B109S",,"2"
"Serverauto II h4id081122 ","29-9-2022","13:00:00","29-9-2022","14:00:00","Falsk","Falsk","29-9-2022","12:45:00",,,,,"Lektion 5

[FLEX-ID 851401:3470939]","Normal","FLEX-skema",,"Normal","Falsk","B109S",,"2"
"Serverauto II h4id081122 ","29-9-2022","12:00:00","29-9-2022","13:00:00","Falsk","Falsk","29-9-2022","11:45:00",,,,,"Lektion 4

[FLEX-ID 851401:3470938]","Normal","FLEX-skema",,"Normal","Falsk","B109S",,"2"
"Serverauto II h4id081122 ","29-9-2022","10:30:00","29-9-2022","11:30:00","Falsk","Falsk","29-9-2022","10:15:00",,,,,"Lektion 3

[FLEX-ID 851401:3470937]","Normal","FLEX-skema",,"Normal","Falsk","B109S",,"2"
"Serverauto II h4id081122 ","29-9-2022","09:20:00","29-9-2022","10:30:00","Falsk","Falsk","29-9-2022","09:05:00",,,,,"Lektion 2

[FLEX-ID 851401:3470936]","Normal","FLEX-skema",,"Normal","Falsk","B109S",,"2"
"Serverauto II h4id081122 ","29-9-2022","08:15:00","29-9-2022","09:20:00","Falsk","Falsk","29-9-2022","08:00:00",,,,,"Lektion 1

[FLEX-ID 851401:3470935]","Normal","FLEX-skema",,"Normal","Falsk","B109S",,"2"
"objprogr2020 h1pd081122 (2 undervisere)","23-9-2022","13:00:00","23-9-2022","14:00:00","Falsk","Falsk","23-9-2022","12:45:00",,,,,"Bemærkning: 2 undervisere

Undervisere: fros

Lektion 5

[FLEX-ID 851401:3470683]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"objprogr2020 h1pd081122 (2 undervisere)","23-9-2022","12:00:00","23-9-2022","13:00:00","Falsk","Falsk","23-9-2022","11:45:00",,,,,"Bemærkning: 2 undervisere

Undervisere: fros

Lektion 4

[FLEX-ID 851401:3470682]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"objprogr2020 h1pd081122 (2 undervisere)","23-9-2022","10:30:00","23-9-2022","11:30:00","Falsk","Falsk","23-9-2022","10:15:00",,,,,"Bemærkning: 2 undervisere

Undervisere: fros

Lektion 3

[FLEX-ID 851401:3470681]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
"objprogr2020 h1pd081122 (2 undervisere)","23-9-2022","09:20:00","23-9-2022","10:30:00","Falsk","Falsk","23-9-2022","09:05:00",,,,,"Bemærkning: 2 undervisere

Undervisere: fros

Lektion 2

[FLEX-ID 851401:3470680]","Normal","FLEX-skema",,"Normal","Falsk","C117S",,"2"
